%JahrStadtteil,Bevölkerung Jahr,Bevölkerung Stadtteil,Bevölkerung,Bevölkerung männlich,Bevölkerung weiblich,Bevölkerung männlich (%),Bevölkerung weiblich (%),AKFrom,AKTo,AltersKlasse
2015Südweststadt,2015,Südweststadt,5062,2580,2482,"0,50967996839194","0,49032003160806",45,64,45-64
2016Südweststadt,2016,Südweststadt,5128,2616,2512,"0,51014040561622","0,48985959438378",45,64,45-64
2007Weststadt,2007,Weststadt,4421,2186,2235,"0,49445826736033","0,50554173263967",45,64,45-64
2008Weststadt,2008,Weststadt,4511,2254,2257,"0,49966747949457","0,50033252050543",45,64,45-64
2009Weststadt,2009,Weststadt,4556,2275,2281,"0,49934152765584","0,50065847234416",45,64,45-64
2010Weststadt,2010,Weststadt,4636,2333,2303,"0,50323554788611","0,49676445211389",45,64,45-64
2011Weststadt,2011,Weststadt,4785,2434,2351,"0,50867293625914","0,49132706374086",45,64,45-64
2012Weststadt,2012,Weststadt,4784,2445,2339,"0,51107859531773","0,48892140468227",45,64,45-64
2013Weststadt,2013,Weststadt,4906,2515,2391,"0,51263758662862","0,48736241337138",45,64,45-64
2014Weststadt,2014,Weststadt,5027,2599,2428,"0,51700815595783","0,48299184404217",45,64,45-64
2015Weststadt,2015,Weststadt,5077,2631,2446,"0,51821942091786","0,48178057908214",45,64,45-64
2016Weststadt,2016,Weststadt,5128,2652,2476,"0,51716068642746","0,48283931357254",45,64,45-64
2007Nordweststadt,2007,Nordweststadt,2655,1249,1406,"0,47043314500942","0,52956685499058",45,64,45-64
2008Nordweststadt,2008,Nordweststadt,2716,1275,1441,"0,46944035346097","0,53055964653903",45,64,45-64
2009Nordweststadt,2009,Nordweststadt,2736,1281,1455,"0,46820175438596","0,53179824561404",45,64,45-64
2010Nordweststadt,2010,Nordweststadt,2763,1286,1477,"0,46543612015925","0,53456387984075",45,64,45-64
2011Nordweststadt,2011,Nordweststadt,2805,1317,1488,"0,46951871657754","0,53048128342246",45,64,45-64
2012Nordweststadt,2012,Nordweststadt,2817,1322,1495,"0,46929357472488","0,53070642527512",45,64,45-64
2013Nordweststadt,2013,Nordweststadt,2843,1353,1490,"0,47590573338023","0,52409426661977",45,64,45-64
2014Nordweststadt,2014,Nordweststadt,2867,1361,1506,"0,47471224276247","0,52528775723753",45,64,45-64
2015Nordweststadt,2015,Nordweststadt,2931,1427,1504,"0,48686455134766","0,51313544865234",45,64,45-64
2016Nordweststadt,2016,Nordweststadt,2945,1442,1503,"0,48964346349745","0,51035653650255",45,64,45-64
2007Oststadt,2007,Oststadt,3193,1594,1599,"0,49921703726903","0,50078296273097",45,64,45-64
2008Oststadt,2008,Oststadt,3227,1620,1607,"0,50201425472575","0,49798574527425",45,64,45-64
2009Oststadt,2009,Oststadt,3231,1631,1600,"0,50479727638502","0,49520272361498",45,64,45-64
2010Oststadt,2010,Oststadt,3343,1717,1626,"0,51361052946455","0,48638947053545",45,64,45-64
2011Oststadt,2011,Oststadt,3397,1740,1657,"0,51221666176038","0,48778333823962",45,64,45-64
2012Oststadt,2012,Oststadt,3466,1783,1683,"0,51442585112522","0,48557414887478",45,64,45-64
2013Oststadt,2013,Oststadt,3536,1863,1673,"0,5268665158371","0,4731334841629",45,64,45-64
2014Oststadt,2014,Oststadt,3770,2003,1767,"0,53129973474801","0,46870026525199",45,64,45-64
2015Oststadt,2015,Oststadt,4068,2212,1856,"0,54375614552606","0,45624385447394",45,64,45-64
2016Oststadt,2016,Oststadt,3733,1979,1754,"0,53013661934101","0,46986338065899",45,64,45-64
2007Mühlburg,2007,Mühlburg,3751,1827,1924,"0,4870701146361","0,5129298853639",45,64,45-64
2008Mühlburg,2008,Mühlburg,3740,1797,1943,"0,48048128342246","0,51951871657754",45,64,45-64
2009Mühlburg,2009,Mühlburg,3746,1824,1922,"0,48691938067272","0,51308061932728",45,64,45-64
2010Mühlburg,2010,Mühlburg,3847,1895,1952,"0,49259162984143","0,50740837015857",45,64,45-64
2011Mühlburg,2011,Mühlburg,3920,1920,2000,"0,48979591836735","0,51020408163265",45,64,45-64
2012Mühlburg,2012,Mühlburg,4031,1986,2045,"0,49268171669561","0,50731828330439",45,64,45-64
2013Mühlburg,2013,Mühlburg,4122,2052,2070,"0,49781659388646","0,50218340611354",45,64,45-64
2014Mühlburg,2014,Mühlburg,4228,2098,2130,"0,49621570482498","0,50378429517502",45,64,45-64
2015Mühlburg,2015,Mühlburg,4313,2177,2136,"0,50475307210758","0,49524692789242",45,64,45-64
2016Mühlburg,2016,Mühlburg,4358,2231,2127,"0,51193207893529","0,48806792106471",45,64,45-64
2007Daxlanden,2007,Daxlanden,3238,1594,1644,"0,4922791846819","0,5077208153181",45,64,45-64
2008Daxlanden,2008,Daxlanden,3243,1593,1650,"0,49121184088807","0,50878815911193",45,64,45-64
2009Daxlanden,2009,Daxlanden,3244,1594,1650,"0,49136868064118","0,50863131935882",45,64,45-64
2010Daxlanden,2010,Daxlanden,3370,1660,1710,"0,49258160237389","0,50741839762611",45,64,45-64
2011Daxlanden,2011,Daxlanden,3457,1692,1765,"0,48944171246746","0,51055828753254",45,64,45-64
2012Daxlanden,2012,Daxlanden,3479,1708,1771,"0,49094567404427","0,50905432595573",45,64,45-64
2013Daxlanden,2013,Daxlanden,3546,1727,1819,"0,48702763677383","0,51297236322617",45,64,45-64
2014Daxlanden,2014,Daxlanden,3550,1732,1818,"0,48788732394366","0,51211267605634",45,64,45-64
2015Daxlanden,2015,Daxlanden,3564,1753,1811,"0,49186307519641","0,50813692480359",45,64,45-64
2016Daxlanden,2016,Daxlanden,3546,1732,1814,"0,48843767625494","0,51156232374506",45,64,45-64
2007Knielingen,2007,Knielingen,2410,1233,1177,"0,51161825726141","0,48838174273859",45,64,45-64
2008Knielingen,2008,Knielingen,2449,1266,1183,"0,51694569211923","0,48305430788077",45,64,45-64
2009Knielingen,2009,Knielingen,2486,1273,1213,"0,51206757843926","0,48793242156074",45,64,45-64
2010Knielingen,2010,Knielingen,2551,1315,1236,"0,51548412387299","0,48451587612701",45,64,45-64
2011Knielingen,2011,Knielingen,2620,1360,1260,"0,51908396946565","0,48091603053435",45,64,45-64
2012Knielingen,2012,Knielingen,2686,1384,1302,"0,51526433358153","0,48473566641847",45,64,45-64
2013Knielingen,2013,Knielingen,2736,1423,1313,"0,52010233918129","0,47989766081871",45,64,45-64
2014Knielingen,2014,Knielingen,2831,1456,1375,"0,51430589897563","0,48569410102437",45,64,45-64
2015Knielingen,2015,Knielingen,2852,1480,1372,"0,51893408134642","0,48106591865358",45,64,45-64
2016Knielingen,2016,Knielingen,2869,1486,1383,"0,51795050540258","0,48204949459742",45,64,45-64
2007Grünwinkel,2007,Grünwinkel,2754,1389,1365,"0,50435729847495","0,49564270152505",45,64,45-64
2008Grünwinkel,2008,Grünwinkel,2846,1436,1410,"0,50456781447646","0,49543218552354",45,64,45-64
2009Grünwinkel,2009,Grünwinkel,2875,1439,1436,"0,50052173913043","0,49947826086957",45,64,45-64
2010Grünwinkel,2010,Grünwinkel,2939,1469,1470,"0,49982987410684","0,50017012589316",45,64,45-64
2011Grünwinkel,2011,Grünwinkel,2979,1468,1511,"0,4927828130245","0,5072171869755",45,64,45-64
2012Grünwinkel,2012,Grünwinkel,3029,1519,1510,"0,50148563882469","0,49851436117531",45,64,45-64
2013Grünwinkel,2013,Grünwinkel,3106,1592,1514,"0,51255634256278","0,48744365743722",45,64,45-64
2014Grünwinkel,2014,Grünwinkel,3126,1588,1538,"0,50799744081894","0,49200255918106",45,64,45-64
2015Grünwinkel,2015,Grünwinkel,3126,1582,1544,"0,50607805502239","0,49392194497761",45,64,45-64
2016Grünwinkel,2016,Grünwinkel,3154,1610,1544,"0,51046290424857","0,48953709575143",45,64,45-64
2007Oberreut,2007,Oberreut,2672,1272,1400,"0,47604790419162","0,52395209580838",45,64,45-64
2008Oberreut,2008,Oberreut,2738,1305,1433,"0,47662527392257","0,52337472607743",45,64,45-64
2009Oberreut,2009,Oberreut,2773,1333,1440,"0,48070681572304","0,51929318427696",45,64,45-64
2010Oberreut,2010,Oberreut,2827,1349,1478,"0,47718429430492","0,52281570569508",45,64,45-64
2011Oberreut,2011,Oberreut,2924,1397,1527,"0,47777017783858","0,52222982216142",45,64,45-64
2012Oberreut,2012,Oberreut,2952,1395,1557,"0,47256097560976","0,52743902439024",45,64,45-64
2013Oberreut,2013,Oberreut,2965,1390,1575,"0,46880269814503","0,53119730185497",45,64,45-64
2014Oberreut,2014,Oberreut,2951,1370,1581,"0,46424940698068","0,53575059301932",45,64,45-64
2015Oberreut,2015,Oberreut,2951,1390,1561,"0,47102677058624","0,52897322941376",45,64,45-64
2016Oberreut,2016,Oberreut,2926,1388,1538,"0,47436773752563","0,52563226247437",45,64,45-64
2007Beiertheim-Bulach,2007,Beiertheim-Bulach,1701,826,875,"0,48559670781893","0,51440329218107",45,64,45-64
2008Beiertheim-Bulach,2008,Beiertheim-Bulach,1739,871,868,"0,50086256469235","0,49913743530765",45,64,45-64
2009Beiertheim-Bulach,2009,Beiertheim-Bulach,1791,884,907,"0,49357900614182","0,50642099385818",45,64,45-64
2010Beiertheim-Bulach,2010,Beiertheim-Bulach,1857,920,937,"0,49542272482499","0,50457727517501",45,64,45-64
2011Beiertheim-Bulach,2011,Beiertheim-Bulach,1902,947,955,"0,49789695057834","0,50210304942166",45,64,45-64
2012Beiertheim-Bulach,2012,Beiertheim-Bulach,1961,983,978,"0,50127485976543","0,49872514023457",45,64,45-64
2013Beiertheim-Bulach,2013,Beiertheim-Bulach,1973,991,982,"0,5022807906741","0,4977192093259",45,64,45-64
2014Beiertheim-Bulach,2014,Beiertheim-Bulach,2003,1015,988,"0,50673989016475","0,49326010983525",45,64,45-64
2015Beiertheim-Bulach,2015,Beiertheim-Bulach,2001,997,1004,"0,49825087456272","0,50174912543728",45,64,45-64
2016Beiertheim-Bulach,2016,Beiertheim-Bulach,2037,1026,1011,"0,50368188512518","0,49631811487482",45,64,45-64
2007Weiherfeld-Dammerstock,2007,Weiherfeld-Dammerstock,1539,750,789,"0,48732943469786","0,51267056530214",45,64,45-64
2008Weiherfeld-Dammerstock,2008,Weiherfeld-Dammerstock,1517,737,780,"0,48582729070534","0,51417270929466",45,64,45-64
2009Weiherfeld-Dammerstock,2009,Weiherfeld-Dammerstock,1548,766,782,"0,49483204134367","0,50516795865633",45,64,45-64
2010Weiherfeld-Dammerstock,2010,Weiherfeld-Dammerstock,1582,781,801,"0,4936788874842","0,5063211125158",45,64,45-64
2011Weiherfeld-Dammerstock,2011,Weiherfeld-Dammerstock,1637,801,836,"0,48930971288943","0,51069028711057",45,64,45-64
2012Weiherfeld-Dammerstock,2012,Weiherfeld-Dammerstock,1663,822,841,"0,49428743235117","0,50571256764883",45,64,45-64
2013Weiherfeld-Dammerstock,2013,Weiherfeld-Dammerstock,1693,834,859,"0,49261665682221","0,50738334317779",45,64,45-64
2014Weiherfeld-Dammerstock,2014,Weiherfeld-Dammerstock,1682,838,844,"0,49821640903686","0,50178359096314",45,64,45-64
2015Weiherfeld-Dammerstock,2015,Weiherfeld-Dammerstock,1689,848,841,"0,50207223208999","0,49792776791001",45,64,45-64
2016Weiherfeld-Dammerstock,2016,Weiherfeld-Dammerstock,1697,850,847,"0,50088391278727","0,49911608721273",45,64,45-64
2007Rüppurr,2007,Rüppurr,2686,1281,1405,"0,47691734921817","0,52308265078183",45,64,45-64
2008Rüppurr,2008,Rüppurr,2715,1305,1410,"0,48066298342541","0,51933701657459",45,64,45-64
2009Rüppurr,2009,Rüppurr,2736,1332,1404,"0,48684210526316","0,51315789473684",45,64,45-64
2010Rüppurr,2010,Rüppurr,2821,1370,1451,"0,4856433888692","0,5143566111308",45,64,45-64
2011Rüppurr,2011,Rüppurr,2907,1414,1493,"0,48641210870313","0,51358789129687",45,64,45-64
2012Rüppurr,2012,Rüppurr,2986,1457,1529,"0,48794373744139","0,51205626255861",45,64,45-64
2013Rüppurr,2013,Rüppurr,3064,1482,1582,"0,48368146214099","0,51631853785901",45,64,45-64
2014Rüppurr,2014,Rüppurr,3097,1518,1579,"0,49015175976752","0,50984824023248",45,64,45-64
2015Rüppurr,2015,Rüppurr,3135,1525,1610,"0,48644338118022","0,51355661881978",45,64,45-64
2016Rüppurr,2016,Rüppurr,3164,1537,1627,"0,48577749683944","0,51422250316056",45,64,45-64
2007Waldstadt,2007,Waldstadt,3176,1495,1681,"0,47071788413098","0,52928211586902",45,64,45-64
2008Waldstadt,2008,Waldstadt,3115,1462,1653,"0,469341894061","0,530658105939",45,64,45-64
2009Waldstadt,2009,Waldstadt,3104,1480,1624,"0,47680412371134","0,52319587628866",45,64,45-64
2010Waldstadt,2010,Waldstadt,3151,1517,1634,"0,48143446524913","0,51856553475087",45,64,45-64
2011Waldstadt,2011,Waldstadt,3156,1527,1629,"0,48384030418251","0,51615969581749",45,64,45-64
2012Waldstadt,2012,Waldstadt,3161,1539,1622,"0,48687124327744","0,51312875672256",45,64,45-64
2013Waldstadt,2013,Waldstadt,3162,1559,1603,"0,49304237824162","0,50695762175838",45,64,45-64
2014Waldstadt,2014,Waldstadt,3199,1586,1613,"0,49577993122851","0,50422006877149",45,64,45-64
2015Waldstadt,2015,Waldstadt,3201,1578,1623,"0,49297094657919","0,50702905342081",45,64,45-64
2016Waldstadt,2016,Waldstadt,3197,1581,1616,"0,49452611823585","0,50547388176415",45,64,45-64
2007Rintheim,2007,Rintheim,1379,654,725,"0,47425670775925","0,52574329224075",45,64,45-64
2008Rintheim,2008,Rintheim,1390,667,723,"0,47985611510791","0,52014388489209",45,64,45-64
2009Rintheim,2009,Rintheim,1392,669,723,"0,48060344827586","0,51939655172414",45,64,45-64
2010Rintheim,2010,Rintheim,1447,713,734,"0,49274360746372","0,50725639253628",45,64,45-64
2011Rintheim,2011,Rintheim,1481,728,753,"0,491559756921","0,508440243079",45,64,45-64
2012Rintheim,2012,Rintheim,1498,739,759,"0,49332443257677","0,50667556742323",45,64,45-64
2013Rintheim,2013,Rintheim,1487,715,772,"0,4808338937458","0,5191661062542",45,64,45-64
2014Rintheim,2014,Rintheim,1488,710,778,"0,47715053763441","0,52284946236559",45,64,45-64
2015Rintheim,2015,Rintheim,1519,741,778,"0,48782093482554","0,51217906517446",45,64,45-64
2016Rintheim,2016,Rintheim,1529,752,777,"0,49182472204055","0,50817527795945",45,64,45-64
2007Hagsfeld,2007,Hagsfeld,1881,958,923,"0,50930356193514","0,49069643806486",45,64,45-64
2008Hagsfeld,2008,Hagsfeld,1973,999,974,"0,50633552965028","0,49366447034972",45,64,45-64
2009Hagsfeld,2009,Hagsfeld,2017,1025,992,"0,50818046603867","0,49181953396133",45,64,45-64
2010Hagsfeld,2010,Hagsfeld,2086,1049,1037,"0,50287631831256","0,49712368168744",45,64,45-64
2011Hagsfeld,2011,Hagsfeld,2136,1082,1054,"0,5065543071161","0,4934456928839",45,64,45-64
2012Hagsfeld,2012,Hagsfeld,2174,1099,1075,"0,50551977920883","0,49448022079117",45,64,45-64
2013Hagsfeld,2013,Hagsfeld,2197,1109,1088,"0,50477924442421","0,49522075557579",45,64,45-64
2014Hagsfeld,2014,Hagsfeld,2167,1105,1062,"0,50992155053069","0,49007844946931",45,64,45-64
2015Hagsfeld,2015,Hagsfeld,2150,1083,1067,"0,50372093023256","0,49627906976744",45,64,45-64
2016Hagsfeld,2016,Hagsfeld,2147,1093,1054,"0,50908244061481","0,49091755938519",45,64,45-64
2007Durlach,2007,Durlach,7810,3770,4040,"0,48271446862996","0,51728553137004",45,64,45-64
2008Durlach,2008,Durlach,7899,3797,4102,"0,48069375870363","0,51930624129637",45,64,45-64
2009Durlach,2009,Durlach,8008,3858,4150,"0,48176823176823","0,51823176823177",45,64,45-64
2010Durlach,2010,Durlach,8155,3927,4228,"0,48154506437768","0,51845493562232",45,64,45-64
2011Durlach,2011,Durlach,8306,4045,4261,"0,4869973513123","0,5130026486877",45,64,45-64
2012Durlach,2012,Durlach,8409,4157,4252,"0,49435129028422","0,50564870971578",45,64,45-64
2013Durlach,2013,Durlach,8518,4211,4307,"0,49436487438366","0,50563512561634",45,64,45-64
2014Durlach,2014,Durlach,8635,4265,4370,"0,49392009264621","0,50607990735379",45,64,45-64
2015Durlach,2015,Durlach,8660,4274,4386,"0,49353348729792","0,50646651270208",45,64,45-64
2016Durlach,2016,Durlach,8693,4321,4372,"0,49706660531462","0,50293339468538",45,64,45-64
2007Grötzingen,2007,Grötzingen,2625,1261,1364,"0,48038095238095","0,51961904761905",45,64,45-64
2008Grötzingen,2008,Grötzingen,2655,1277,1378,"0,48097928436911","0,51902071563089",45,64,45-64
2009Grötzingen,2009,Grötzingen,2695,1305,1390,"0,48423005565863","0,51576994434137",45,64,45-64
2010Grötzingen,2010,Grötzingen,2717,1312,1405,"0,48288553551711","0,51711446448289",45,64,45-64
2011Grötzingen,2011,Grötzingen,2788,1361,1427,"0,48816355810617","0,51183644189383",45,64,45-64
2012Grötzingen,2012,Grötzingen,2771,1349,1422,"0,48682785997835","0,51317214002165",45,64,45-64
2013Grötzingen,2013,Grötzingen,2782,1349,1433,"0,48490294751977","0,51509705248023",45,64,45-64
2014Grötzingen,2014,Grötzingen,2777,1349,1428,"0,48577601728484","0,51422398271516",45,64,45-64
2015Grötzingen,2015,Grötzingen,2790,1348,1442,"0,4831541218638","0,5168458781362",45,64,45-64
2016Grötzingen,2016,Grötzingen,2764,1358,1406,"0,49131693198263","0,50868306801737",45,64,45-64
2007Stupferich,2007,Stupferich,799,382,417,"0,47809762202753","0,52190237797247",45,64,45-64
2008Stupferich,2008,Stupferich,810,388,422,"0,47901234567901","0,52098765432099",45,64,45-64
2009Stupferich,2009,Stupferich,816,396,420,"0,48529411764706","0,51470588235294",45,64,45-64
2010Stupferich,2010,Stupferich,832,407,425,"0,48918269230769","0,51081730769231",45,64,45-64
2011Stupferich,2011,Stupferich,832,409,423,"0,49158653846154","0,50841346153846",45,64,45-64
2012Stupferich,2012,Stupferich,856,410,446,"0,47897196261682","0,52102803738318",45,64,45-64
2013Stupferich,2013,Stupferich,867,415,452,"0,47866205305652","0,52133794694348",45,64,45-64
2014Stupferich,2014,Stupferich,861,416,445,"0,48315911730546","0,51684088269454",45,64,45-64
2015Stupferich,2015,Stupferich,880,434,446,"0,49318181818182","0,50681818181818",45,64,45-64
2016Stupferich,2016,Stupferich,860,422,438,"0,4906976744186","0,5093023255814",45,64,45-64
2007Hohenwettersbach,2007,Hohenwettersbach,709,372,337,"0,524682651622","0,475317348378",45,64,45-64
2008Hohenwettersbach,2008,Hohenwettersbach,736,395,341,"0,5366847826087","0,4633152173913",45,64,45-64
2009Hohenwettersbach,2009,Hohenwettersbach,787,419,368,"0,53240152477764","0,46759847522236",45,64,45-64
2010Hohenwettersbach,2010,Hohenwettersbach,816,426,390,"0,52205882352941","0,47794117647059",45,64,45-64
2011Hohenwettersbach,2011,Hohenwettersbach,885,459,426,"0,51864406779661","0,48135593220339",45,64,45-64
2012Hohenwettersbach,2012,Hohenwettersbach,911,468,443,"0,51372118551043","0,48627881448957",45,64,45-64
2013Hohenwettersbach,2013,Hohenwettersbach,934,475,459,"0,50856531049251","0,49143468950749",45,64,45-64
2014Hohenwettersbach,2014,Hohenwettersbach,949,486,463,"0,51211801896733","0,48788198103267",45,64,45-64
2015Hohenwettersbach,2015,Hohenwettersbach,973,489,484,"0,50256937307297","0,49743062692703",45,64,45-64
2016Hohenwettersbach,2016,Hohenwettersbach,988,498,490,"0,50404858299595","0,49595141700405",45,64,45-64
2007Wolfartsweier,2007,Wolfartsweier,948,463,485,"0,48839662447257","0,51160337552743",45,64,45-64
2008Wolfartsweier,2008,Wolfartsweier,943,458,485,"0,48568398727466","0,51431601272534",45,64,45-64
2009Wolfartsweier,2009,Wolfartsweier,943,449,494,"0,47613997879109","0,52386002120891",45,64,45-64
2010Wolfartsweier,2010,Wolfartsweier,973,463,510,"0,47584789311408","0,52415210688592",45,64,45-64
2011Wolfartsweier,2011,Wolfartsweier,993,480,513,"0,4833836858006","0,5166163141994",45,64,45-64
2012Wolfartsweier,2012,Wolfartsweier,1020,496,524,"0,48627450980392","0,51372549019608",45,64,45-64
2013Wolfartsweier,2013,Wolfartsweier,1012,494,518,"0,48814229249012","0,51185770750988",45,64,45-64
2014Wolfartsweier,2014,Wolfartsweier,1002,474,528,"0,47305389221557","0,52694610778443",45,64,45-64
2015Wolfartsweier,2015,Wolfartsweier,989,465,524,"0,47017189079879","0,52982810920121",45,64,45-64
2016Wolfartsweier,2016,Wolfartsweier,999,469,530,"0,46946946946947","0,53053053053053",45,64,45-64
2007Grünwettersbach,2007,Grünwettersbach,1149,566,583,"0,49260226283725","0,50739773716275",45,64,45-64
2008Grünwettersbach,2008,Grünwettersbach,1174,579,595,"0,49318568994889","0,50681431005111",45,64,45-64
2009Grünwettersbach,2009,Grünwettersbach,1205,600,605,"0,49792531120332","0,50207468879668",45,64,45-64
2010Grünwettersbach,2010,Grünwettersbach,1205,608,597,"0,5045643153527","0,4954356846473",45,64,45-64
2011Grünwettersbach,2011,Grünwettersbach,1227,621,606,"0,50611246943765","0,49388753056235",45,64,45-64
2012Grünwettersbach,2012,Grünwettersbach,1227,617,610,"0,50285248573757","0,49714751426243",45,64,45-64
2013Grünwettersbach,2013,Grünwettersbach,1237,628,609,"0,50767987065481","0,49232012934519",45,64,45-64
2014Grünwettersbach,2014,Grünwettersbach,1255,637,618,"0,50756972111554","0,49243027888446",45,64,45-64
2015Grünwettersbach,2015,Grünwettersbach,1249,639,610,"0,51160928742994","0,48839071257006",45,64,45-64
2016Grünwettersbach,2016,Grünwettersbach,1251,642,609,"0,51318944844125","0,48681055155875",45,64,45-64
2007Palmbach,2007,Palmbach,462,224,238,"0,48484848484848","0,51515151515152",45,64,45-64
2008Palmbach,2008,Palmbach,480,235,245,"0,48958333333333","0,51041666666667",45,64,45-64
2009Palmbach,2009,Palmbach,492,241,251,"0,48983739837398","0,51016260162602",45,64,45-64
2010Palmbach,2010,Palmbach,507,251,256,"0,49506903353057","0,50493096646943",45,64,45-64
2011Palmbach,2011,Palmbach,523,259,264,"0,49521988527725","0,50478011472275",45,64,45-64
2012Palmbach,2012,Palmbach,548,273,275,"0,49817518248175","0,50182481751825",45,64,45-64
2013Palmbach,2013,Palmbach,556,276,280,"0,49640287769784","0,50359712230216",45,64,45-64
2014Palmbach,2014,Palmbach,558,276,282,"0,49462365591398","0,50537634408602",45,64,45-64
2015Palmbach,2015,Palmbach,586,292,294,"0,49829351535836","0,50170648464164",45,64,45-64
2016Palmbach,2016,Palmbach,595,297,298,"0,49915966386555","0,50084033613445",45,64,45-64
2007Neureut,2007,Neureut,4594,2226,2368,"0,48454505877231","0,51545494122769",45,64,45-64
2008Neureut,2008,Neureut,4754,2324,2430,"0,48885149347918","0,51114850652082",45,64,45-64
2009Neureut,2009,Neureut,4842,2378,2464,"0,49111937216026","0,50888062783974",45,64,45-64
2010Neureut,2010,Neureut,5058,2482,2576,"0,49070778964017","0,50929221035983",45,64,45-64
2011Neureut,2011,Neureut,5236,2577,2659,"0,49216959511077","0,50783040488923",45,64,45-64
2012Neureut,2012,Neureut,5345,2653,2692,"0,49635173058934","0,50364826941066",45,64,45-64
2013Neureut,2013,Neureut,5408,2681,2727,"0,49574704142012","0,50425295857988",45,64,45-64
2014Neureut,2014,Neureut,5452,2695,2757,"0,49431401320616","0,50568598679384",45,64,45-64
2015Neureut,2015,Neureut,5451,2712,2739,"0,49752339020363","0,50247660979637",45,64,45-64
2016Neureut,2016,Neureut,5505,2764,2741,"0,50208900999092","0,49791099000908",45,64,45-64
2007Nordstadt,2007,Nordstadt,2007,1004,1003,"0,50024912805182","0,49975087194818",45,64,45-64
2008Nordstadt,2008,Nordstadt,2137,1062,1075,"0,49695835283107","0,50304164716893",45,64,45-64
2009Nordstadt,2009,Nordstadt,2255,1123,1132,"0,4980044345898","0,5019955654102",45,64,45-64
2010Nordstadt,2010,Nordstadt,2410,1202,1208,"0,49875518672199","0,50124481327801",45,64,45-64
2011Nordstadt,2011,Nordstadt,2502,1242,1260,"0,49640287769784","0,50359712230216",45,64,45-64
2012Nordstadt,2012,Nordstadt,2569,1283,1286,"0,49941611521993","0,50058388478007",45,64,45-64
2013Nordstadt,2013,Nordstadt,2671,1320,1351,"0,49419692998877","0,50580307001123",45,64,45-64
2014Nordstadt,2014,Nordstadt,2786,1383,1403,"0,49641062455133","0,50358937544867",45,64,45-64
2015Nordstadt,2015,Nordstadt,2856,1417,1439,"0,49614845938375","0,50385154061625",45,64,45-64
2016Nordstadt,2016,Nordstadt,2933,1444,1489,"0,49232867371292","0,50767132628708",45,64,45-64
2007Innenstadt-Ost,2007,Innenstadt-Ost,288,151,137,"0,52430555555556","0,47569444444444",6,14,6-14
2008Innenstadt-Ost,2008,Innenstadt-Ost,311,161,150,"0,51768488745981","0,48231511254019",6,14,6-14
2009Innenstadt-Ost,2009,Innenstadt-Ost,297,157,140,"0,52861952861953","0,47138047138047",6,14,6-14
2010Innenstadt-Ost,2010,Innenstadt-Ost,291,147,144,"0,50515463917526","0,49484536082474",6,14,6-14
2011Innenstadt-Ost,2011,Innenstadt-Ost,288,157,131,"0,54513888888889","0,45486111111111",6,14,6-14
2012Innenstadt-Ost,2012,Innenstadt-Ost,291,153,138,"0,52577319587629","0,47422680412371",6,14,6-14
2013Innenstadt-Ost,2013,Innenstadt-Ost,271,141,130,"0,52029520295203","0,47970479704797",6,14,6-14
2014Innenstadt-Ost,2014,Innenstadt-Ost,270,139,131,"0,51481481481481","0,48518518518519",6,14,6-14
2015Innenstadt-Ost,2015,Innenstadt-Ost,277,139,138,"0,50180505415162","0,49819494584838",6,14,6-14
2016Innenstadt-Ost,2016,Innenstadt-Ost,286,149,137,"0,52097902097902","0,47902097902098",6,14,6-14
2007Innenstadt-West,2007,Innenstadt-West,362,193,169,"0,53314917127072","0,46685082872928",6,14,6-14
2008Innenstadt-West,2008,Innenstadt-West,372,195,177,"0,5241935483871","0,4758064516129",6,14,6-14
2009Innenstadt-West,2009,Innenstadt-West,388,212,176,"0,54639175257732","0,45360824742268",6,14,6-14
2010Innenstadt-West,2010,Innenstadt-West,397,210,187,"0,52896725440806","0,47103274559194",6,14,6-14
2011Innenstadt-West,2011,Innenstadt-West,361,188,173,"0,5207756232687","0,4792243767313",6,14,6-14
2012Innenstadt-West,2012,Innenstadt-West,354,174,180,"0,49152542372881","0,50847457627119",6,14,6-14
2013Innenstadt-West,2013,Innenstadt-West,358,182,176,"0,50837988826816","0,49162011173184",6,14,6-14
2014Innenstadt-West,2014,Innenstadt-West,375,187,188,"0,49866666666667","0,50133333333333",6,14,6-14
2015Innenstadt-West,2015,Innenstadt-West,381,187,194,"0,49081364829396","0,50918635170604",6,14,6-14
2016Innenstadt-West,2016,Innenstadt-West,382,195,187,"0,51047120418848","0,48952879581152",6,14,6-14
2007Südstadt,2007,Südstadt,879,466,413,"0,53014789533561","0,46985210466439",6,14,6-14
2008Südstadt,2008,Südstadt,866,439,427,"0,50692840646651","0,49307159353349",6,14,6-14
2009Südstadt,2009,Südstadt,845,415,430,"0,49112426035503","0,50887573964497",6,14,6-14
2010Südstadt,2010,Südstadt,864,432,432,"0,5","0,5",6,14,6-14
2011Südstadt,2011,Südstadt,840,415,425,"0,49404761904762","0,50595238095238",6,14,6-14
2012Südstadt,2012,Südstadt,826,405,421,"0,49031476997579","0,50968523002421",6,14,6-14
2013Südstadt,2013,Südstadt,866,427,439,"0,49307159353349","0,50692840646651",6,14,6-14
2014Südstadt,2014,Südstadt,849,422,427,"0,49705535924617","0,50294464075383",6,14,6-14
2015Südstadt,2015,Südstadt,902,453,449,"0,50221729490022","0,49778270509978",6,14,6-14
